request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_216,0.00,not_affordable,not_recommended,none,none,none,The requested expense of USD 3332.40 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_217,12889.07,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-20,none,The expense is affordable using the recommended payment method (installments) while maintaining minimum balance rules.
request_218,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 61142000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_219,1673.10,affordable_with_plan,installments,2026-04-04:1673.10,2026-04-04,none,The expense is affordable using the recommended payment method (installments) while maintaining minimum balance rules.
request_220,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 3118.50 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_221,109800.00,affordable_now,full_payment,2025-11-03:109800.00,2025-11-03,none,The requested amount of INR 109800.00 is affordable immediately without dipping below the required minimum balance.
request_222,0.00,not_affordable,not_recommended,none,none,none,The requested expense of ZAR 34078.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,The requested amount of EUR 898.70 is affordable immediately without dipping below the required minimum balance.
request_224,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 10327000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_225,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 22059000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_226,157000.00,affordable_now,full_payment,2024-12-03:157000.00,2024-12-03,none,The requested amount of INR 157000.00 is affordable immediately without dipping below the required minimum balance.
request_227,0.00,not_affordable,not_recommended,none,none,none,The requested expense of INR 259700.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_228,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 63327000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_229,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 1526.80 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_230,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 3537.60 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_231,35706.00,affordable_with_plan,installments,2026-01-03:35706.00,2026-01-03,none,The expense is affordable using the recommended payment method (installments) while maintaining minimum balance rules.
request_232,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 1970.10 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_233,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 6241000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_234,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 1213.30 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_235,0.00,not_affordable,not_recommended,none,none,none,The requested expense of USD 967.20 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_236,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 52383000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_237,23826000.00,affordable_now,full_payment,2026-04-05:23826000.00,2026-04-05,none,The requested amount of IDR 23826000.00 is affordable immediately without dipping below the required minimum balance.
request_238,0.00,not_affordable,not_recommended,none,none,none,The requested expense of USD 663.60 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_239,0.00,not_affordable,not_recommended,none,none,none,The requested expense of USD 642.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_240,0.00,not_affordable,not_recommended,none,none,none,The requested expense of INR 101200.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_241,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 21052000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_242,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 1966.80 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_243,17468.00,affordable_now,full_payment,2026-07-07:17468.00,2026-07-07,none,The requested amount of ZAR 17468.00 is affordable immediately without dipping below the required minimum balance.
request_244,0.00,not_affordable,not_recommended,none,none,none,The requested expense of ZAR 49918.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_245,0.00,not_affordable,not_recommended,none,none,none,The requested expense of INR 128500.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_246,64086.00,affordable_with_plan,installments,2026-04-03:64086.00,2026-04-03,none,The expense is affordable using the recommended payment method (installments) while maintaining minimum balance rules.
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,The requested amount of EUR 1059.30 is affordable immediately without dipping below the required minimum balance.
request_248,0.00,not_affordable,not_recommended,none,none,none,The requested expense of USD 1965.60 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_249,0.00,not_affordable,not_recommended,none,none,none,The requested expense of USD 643.20 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_250,0.00,not_affordable,not_recommended,none,none,none,The requested expense of ZAR 124278.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_251,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 1513.60 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_252,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 28082000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_253,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 2840.20 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_254,0.00,not_affordable,not_recommended,none,none,none,The requested expense of USD 3535.20 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_255,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 3345000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_256,218700.00,affordable_with_plan,installments,2024-06-03:218700.00,2024-06-03,none,The expense is affordable using the recommended payment method (installments) while maintaining minimum balance rules.
request_257,0.00,not_affordable,not_recommended,none,none,none,The requested expense of USD 1352.40 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_258,0.00,not_affordable,not_recommended,none,none,none,The requested expense of USD 1113.60 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_259,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 935.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_260,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 52079000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,The requested amount of EUR 1830.40 is affordable immediately without dipping below the required minimum balance.
request_262,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 9236000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_263,0.00,not_affordable,not_recommended,none,none,none,The requested expense of ZAR 51546.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_264,0.00,not_affordable,not_recommended,none,none,none,The requested expense of INR 111300.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_265,0.00,not_affordable,not_recommended,none,none,none,The requested expense of INR 45970.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_266,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 935.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_267,1925.00,affordable_with_plan,installments,2026-01-05:1925.00,2026-01-05,none,The expense is affordable using the recommended payment method (installments) while maintaining minimum balance rules.
request_268,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 2426.60 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_269,0.00,not_affordable,not_recommended,none,none,none,The requested expense of ZAR 15490.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_270,0.00,not_affordable,not_recommended,none,none,none,The requested expense of USD 3028.80 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_271,0.00,not_affordable,not_recommended,none,none,none,The requested expense of INR 91300.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_272,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 13585000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_273,0.00,not_affordable,not_recommended,none,none,none,The requested expense of IDR 15861000.00 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_274,0.00,not_affordable,not_recommended,none,none,none,The requested expense of EUR 2713.70 is not recommended as it would breach the required minimum balance floor within the 90-day forecast.
request_275,15884000.00,affordable_now,full_payment,2025-05-06:15884000.00,2025-05-06,none,The requested amount of IDR 15884000.00 is affordable immediately without dipping below the required minimum balance.
